Usia,Domisili,Nama Program,Harga Kelas,Kategori,Sub Kategori  1 (Tujuan),Sub Kategori 2 (Minat lain),Sub Kategori 3 (Minat lain),Sub Kategori 4 (Minat lain),Usia_Clean,Age_Group,Region,Price_Segment,Kategori_encoded,Region_encoded,Sub1_encoded,Sub2_encoded,Cluster
54.0,Samarinda,Kelas desain dasar,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",54.0,Dewasa Tua (>45),Kalimantan Timur,Standard (31-65k),4,5,4,2,1
53.0,Purbalingga,Kelas desain dasar ,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",53.0,Dewasa Tua (>45),Jawa Tengah,Standard (31-65k),4,3,4,2,1
40.0,Temanggung,Kelas desain dasar + lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",40.0,Dewasa Menengah (36-45),Jawa Tengah,Standard (31-65k),4,3,4,2,1
19.0,Bantul,Kelas desain dasar + lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",19.0,Dewasa Muda (18-25),DIY,Standard (31-65k),4,0,4,2,1
40.0,Malang,Kelas desain dasar + lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",40.0,Dewasa Menengah (36-45),Jawa Timur,Standard (31-65k),4,4,4,2,1
12.0,Tanjung Pinang,Kelas desain dasar + lanjutan ,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",12.0,Anak (≤12),Lainnya,Standard (31-65k),4,6,4,2,1
23.0,Banjarnegara ,Kelas desain dasar + lanjutan ,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",23.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
34.0,Sidoarjo,Kelas desain gift+sticker,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",34.0,Dewasa (26-35),Jawa Timur,Standard (31-65k),4,4,4,2,1
23.0,Gresik,Kelas desain lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",23.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
41.0,Lombok Tengah NTB,Kelas Desain Lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",41.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,4,2,1
52.0,Bandung,Kelas Desain Lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",52.0,Dewasa Tua (>45),Jawa Barat,Standard (31-65k),4,2,4,2,1
24.0,Kalimantan timur,Kelas desain lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",24.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
18.0,Cilacap,Kelas desain lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",18.0,Dewasa Muda (18-25),Jawa Tengah,Standard (31-65k),4,3,4,2,1
27.0,Palembang,Kelas Desain Lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,4,2,1
34.0,Bandung,KELAS DESAIN LANJUTAN #15,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",34.0,Dewasa (26-35),Jawa Barat,Standard (31-65k),4,2,4,2,1
40.0,Ponorogo,Kelas desain paket basic + lanjutan dan kelas sticker + GIF,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",40.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,4,2,1
31.0,Bogor,Kelas desain paket basic+lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",31.0,Dewasa (26-35),Jabodetabek,Standard (31-65k),4,1,4,2,1
20.0,Bandung,Kelas desain paket basic+lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",20.0,Dewasa Muda (18-25),Jawa Barat,Standard (31-65k),4,2,4,2,1
20.0,Sidoarjo,Kelas desain paket basic+lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",20.0,Dewasa Muda (18-25),Jawa Timur,Standard (31-65k),4,4,4,2,1
22.0,Surabaya,Kelas desain paket basic+lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",22.0,Dewasa Muda (18-25),Jawa Timur,Standard (31-65k),4,4,4,2,1
24.0,Jakarta timur,Kelas desain paket basic+lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",24.0,Dewasa Muda (18-25),Jabodetabek,Standard (31-65k),4,1,4,2,1
25.0,Bogor,"Kelas desain paket basic+lanjutan, kelas sticker+ gif",65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",25.0,Dewasa Muda (18-25),Jabodetabek,Standard (31-65k),4,1,4,2,1
21.0,Yogyakarta,Kelas Desain Privat,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",21.0,Dewasa Muda (18-25),DIY,Standard (31-65k),4,0,4,2,1
27.0,Ternate,Kelas Desain privat #17,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,4,2,1
34.0,Sulawesi Tengah,Kelas desain privat lanjutan,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",,Anak/Tidak Diketahui,Lainnya,Standard (31-65k),4,6,4,2,1
25.0,Rantauprapat,Kelas Desain Program Dasar ,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",25.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
27.0,Bekasi,Kelas desain program dasar + lanjutan ,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Jabodetabek,Standard (31-65k),4,1,4,2,1
18.0,Sulawesi Barat ,Kelas desain sabiya,65,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",18.0,Dewasa Muda (18-25),Lainnya,Standard (31-65k),4,6,4,2,1
26.0,Balikpapan,Kelas Desain Sticker + gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",26.0,Dewasa (26-35),Kalimantan Timur,Budget (≤30k),4,5,4,2,1
20.0,Depok,Kelas desain sticker + gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",20.0,Dewasa Muda (18-25),Jabodetabek,Budget (≤30k),4,1,4,2,1
19.0,Bandung,Kelas desain sticker + gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",19.0,Dewasa Muda (18-25),Jawa Barat,Budget (≤30k),4,2,4,2,1
32.0,Purwokerto,Kelas Desain Sticker + Gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",32.0,Dewasa (26-35),Lainnya,Budget (≤30k),4,6,4,2,1
35.0,Cikarang,Kelas desain sticker + gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",35.0,Dewasa (26-35),Lainnya,Budget (≤30k),4,6,4,2,1
26.0,Surabaya,Kelas desain sticker + gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",26.0,Dewasa (26-35),Jawa Timur,Budget (≤30k),4,4,4,2,1
45.0,Makassar,Kelas desain sticker + gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",45.0,Dewasa Menengah (36-45),Sulawesi,Budget (≤30k),4,8,4,2,1
28.0,Bogor,Kelas desain sticker + gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",28.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),4,1,4,2,1
32.0,Melawi Kalimantan Barat,Kelas desain sticker + gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",32.0,Dewasa (26-35),Lainnya,Budget (≤30k),4,6,4,2,1
42.0,Bekasi,Kelas desain sticker + gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",42.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),4,1,4,2,1
14.0,Jakarta,Kelas desain sticker + gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",14.0,Remaja (13-17),Jabodetabek,Budget (≤30k),4,1,4,2,1
39.0,Probolinggo,Kelas desain sticker + gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",39.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),4,6,4,2,1
24.0,Bantul,Kelas desain sticker + gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",24.0,Dewasa Muda (18-25),DIY,Budget (≤30k),4,0,4,2,1
37.0,Bekasi,Kelas desain sticker + Gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",37.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),4,1,4,2,1
22.0,Kendari,Kelas desain sticker + gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",22.0,Dewasa Muda (18-25),Sulawesi,Budget (≤30k),4,8,4,2,1
36.0,Cilacap,Kelas desain sticker + gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",36.0,Dewasa Menengah (36-45),Jawa Tengah,Budget (≤30k),4,3,4,2,1
32.0,Pekalongan,Kelas desain sticker + gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",32.0,Dewasa (26-35),Lainnya,Budget (≤30k),4,6,4,2,1
22.0,"Magelang, Jawa Tengah",Kelas Desain Sticker + GIF,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",22.0,Dewasa Muda (18-25),Jawa Tengah,Budget (≤30k),4,3,4,2,1
44.0,Bekasi,Kelas desain sticker + gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",44.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),4,1,4,2,1
40.0,Surabaya,Kelas Desain Sticker&Gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",40.0,Dewasa Menengah (36-45),Jawa Timur,Budget (≤30k),4,4,4,2,1
26.0,Kaltim,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",26.0,Dewasa (26-35),Kalimantan Timur,Budget (≤30k),4,5,4,2,1
35.0,Samarinda,Kelas Desain Sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",35.0,Dewasa (26-35),Kalimantan Timur,Budget (≤30k),4,5,4,2,1
39.0,Bireuen,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",39.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),4,6,4,2,1
27.0,Jakarta,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),4,1,4,2,1
36.0,Manado,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",36.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),4,6,4,2,1
35.0,Tasikmalaya,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",35.0,Dewasa (26-35),Lainnya,Budget (≤30k),4,6,4,2,1
18.0,Sumbar,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",18.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),4,6,4,2,1
38.0,Situbondo,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",38.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),4,6,4,2,1
29.0,Surabaya,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",29.0,Dewasa (26-35),Jawa Timur,Budget (≤30k),4,4,4,2,1
22.0,Sulsel,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",22.0,Dewasa Muda (18-25),Lainnya,Budget (≤30k),4,6,4,2,1
29.0,Sidoarjo,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",29.0,Dewasa (26-35),Jawa Timur,Budget (≤30k),4,4,4,2,1
38.0,Bogor,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",38.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),4,1,4,2,1
20.0,Bogor,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",20.0,Dewasa Muda (18-25),Jabodetabek,Budget (≤30k),4,1,4,2,1
39.0,Depok,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",39.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),4,1,4,2,1
35.0,Bogor,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",35.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),4,1,4,2,1
36.0,Cikarang Barat,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",36.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),4,6,4,2,1
36.0,Bekasi,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",36.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),4,1,4,2,1
39.0,Samarinda,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",39.0,Dewasa Menengah (36-45),Kalimantan Timur,Budget (≤30k),4,5,4,2,1
49.0,Bogor,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",49.0,Dewasa Tua (>45),Jabodetabek,Budget (≤30k),4,1,4,2,1
18.0,Kendari sulawesi tenggara,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",18.0,Dewasa Muda (18-25),Sulawesi,Budget (≤30k),4,8,4,2,1
44.0,Surabaya,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",44.0,Dewasa Menengah (36-45),Jawa Timur,Budget (≤30k),4,4,4,2,1
45.0,Tangerang,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",45.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),4,1,4,2,1
26.0,Asahan,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",26.0,Dewasa (26-35),Lainnya,Budget (≤30k),4,6,4,2,1
42.0,Jakarta,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",42.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),4,1,4,2,1
17.0,Cilacap,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",17.0,Remaja (13-17),Jawa Tengah,Budget (≤30k),4,3,4,2,1
35.0,Tangsel,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",35.0,Dewasa (26-35),Lainnya,Budget (≤30k),4,6,4,2,1
27.0,Klaten,Kelas Desain Sticker+Gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",27.0,Dewasa (26-35),Lainnya,Budget (≤30k),4,6,4,2,1
37.0,Polewali Mandar,Kelas Desain Sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",37.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),4,6,4,2,1
24.0,Jakarta Selatan,Kelas Desain Sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",24.0,Dewasa Muda (18-25),Jabodetabek,Budget (≤30k),4,1,4,2,1
39.0,Depok,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",39.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),4,1,4,2,1
24.0,Sidoarjo,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",24.0,Dewasa Muda (18-25),Jawa Timur,Budget (≤30k),4,4,4,2,1
35.0,Palembang,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",35.0,Dewasa (26-35),Lainnya,Budget (≤30k),4,6,4,2,1
33.0,Sangatta ,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",33.0,Dewasa (26-35),Lainnya,Budget (≤30k),4,6,4,2,1
25.0,Bekasi,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",25.0,Dewasa Muda (18-25),Jabodetabek,Budget (≤30k),4,1,4,2,1
50.0,Jambi,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",50.0,Dewasa Tua (>45),Lainnya,Budget (≤30k),4,6,4,2,1
30.0,Sukoharjo,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",30.0,Dewasa (26-35),Jawa Tengah,Budget (≤30k),4,3,4,2,1
49.0,Jakarta,Kelas Desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",49.0,Dewasa Tua (>45),Jabodetabek,Budget (≤30k),4,1,4,2,1
36.0,Bondowoso,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",36.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),4,6,4,2,1
35.0,Jakarta,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",35.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),4,1,4,2,1
51.0,Bekasi,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",51.0,Dewasa Tua (>45),Jabodetabek,Budget (≤30k),4,1,4,2,1
41.0,Karawang,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",41.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),4,6,4,2,1
12.0,Cilacao,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",12.0,Anak (≤12),Lainnya,Budget (≤30k),4,6,4,2,1
51.0,Karawang,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",51.0,Dewasa Tua (>45),Lainnya,Budget (≤30k),4,6,4,2,1
30.0,Cirebon,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",30.0,Dewasa (26-35),Lainnya,Budget (≤30k),4,6,4,2,1
53.0,Payakumbuh Sumbar,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",53.0,Dewasa Tua (>45),Lainnya,Budget (≤30k),4,6,4,2,1
43.0,Jakarta,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",43.0,Dewasa Menengah (36-45),Jabodetabek,Budget (≤30k),4,1,4,2,1
36.0,Surabaya,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",36.0,Dewasa Menengah (36-45),Jawa Timur,Budget (≤30k),4,4,4,2,1
29.0,Depok,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",29.0,Dewasa (26-35),Jabodetabek,Budget (≤30k),4,1,4,2,1
39.0,Situbondo,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",39.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),4,6,4,2,1
47.0,Purbalingga,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",47.0,Dewasa Tua (>45),Jawa Tengah,Budget (≤30k),4,3,4,2,1
28.0,Karawang,Kelas desain sticker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",28.0,Dewasa (26-35),Lainnya,Budget (≤30k),4,6,4,2,1
39.0,Ciracas jaktim,Kelas desain stiker+gif,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",39.0,Dewasa Menengah (36-45),Lainnya,Budget (≤30k),4,6,4,2,1
34.0,Yogyakarta,Kelas desain undangan,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",,Anak/Tidak Diketahui,DIY,Budget (≤30k),4,0,4,2,1
34.0,Tangerang,Kelas desain undangan,25,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",,Anak/Tidak Diketahui,Jabodetabek,Budget (≤30k),4,1,4,2,1
39.0,Mantingan Ngawi ,Kelas Desain ViSTA ,60,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",39.0,Dewasa Menengah (36-45),Jawa Timur,Standard (31-65k),4,4,4,2,1
20.0,Sleman Yogyakarta ,Kelas Desain ViSTA ,60,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",20.0,Dewasa Muda (18-25),DIY,Standard (31-65k),4,0,4,2,1
33.0,Bukittinggi Sumbar,Kelas Desain ViSTA ,60,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",33.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,4,2,1
38.0,Bau-bau Sulawesi Tenggara ,Kelas Desain ViSTA ,60,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",38.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,4,2,1
42.0,Sangatta,Kelas Desain ViSTA ,60,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",42.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,4,2,1
28.0,Banjarnegara ,Kelas Desain ViSTA ,60,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",28.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,4,2,1
28.0,Bogor,Kelas Desain ViSTA ,60,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",28.0,Dewasa (26-35),Jabodetabek,Standard (31-65k),4,1,4,2,1
30.0,Lombok NTB,KELAS DESAIN ViSTA ,60,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",30.0,Dewasa (26-35),Lainnya,Standard (31-65k),4,6,4,2,1
30.0,Sangatta Kaltim,Kelas Desain ViSTA ,60,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",30.0,Dewasa (26-35),Kalimantan Timur,Standard (31-65k),4,5,4,2,1
45.0,Medan,Kelas Desain ViSTA ,60,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",45.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,4,2,1
39.0,Samarinda ,Kelas Desain ViSTA ,60,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",39.0,Dewasa Menengah (36-45),Kalimantan Timur,Standard (31-65k),4,5,4,2,1
31.0,Semarang ,Kelas Desain ViSTA ,60,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",31.0,Dewasa (26-35),Jawa Tengah,Standard (31-65k),4,3,4,2,1
52.0,Bogor,Kelas Desain ViSTA ,60,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",52.0,Dewasa Tua (>45),Jabodetabek,Standard (31-65k),4,1,4,2,1
40.0,Jawa Timur ,Kelas Desain ViSTA ,60,Hobi,Keterampilan Digital,Kreativitas Dewasa,Seni & Visual,"Crafting, Journaling, DIY",40.0,Dewasa Menengah (36-45),Lainnya,Standard (31-65k),4,6,4,2,1
